campaign_id,campaign_name,product,audience_segment,region,channel,launch_date,end_date,spend_amount,impressions,clicks,conversions,ctr,conversion_rate,revenue_generated,roi,campaign_status,campaign_objective,target_audience_size,actual_reach
CMP12015,Limited Period Home Loan,Credit Card,Students,Nagpur,SMS,2024-08-01,2024-09-23,3697039,11091117,668445,85097,6.03,12.73,3392732293,916.69,Paused,Retention,4177788,1945440
CMP12016,Personal Loan Zero Cost,EMI Card,Salaried Millennials,Jaipur,Email,2026-04-30,2026-05-10,2999738,38996594,2268238,505972,5.82,22.31,24190015348,8063.04,Scheduled,Retention,3033769,1067338
CMP12017,Winter Home Loan Fest,Prepaid Card,Women Professionals,Hyderabad,Email,2024-12-26,2025-02-21,3699580,11098740,571263,39140,5.15,6.85,1309272140,352.9,Active,Upsell,883697,2968953
CMP12018,Pre-Approved Demat Account Drive,Education Loan,Women Professionals,Lucknow,WhatsApp,2025-09-03,2025-10-11,1093334,14213342,2022945,260653,14.23,12.88,2272894160,2077.87,Cancelled,Re-engagement,4465724,1089884
CMP12019,HNI Exclusive Current Account,NRI Account,Women Professionals,Indore,Email,2024-07-01,2024-08-10,4720867,56650404,979568,119015,1.73,12.15,5943133040,1257.91,Paused,Upsell,2982454,2988217
CMP12020,Senior Citizen FD EMI Special,Credit Card Upgrade,Mass Affluent,South India,Push Notification,2024-12-26,2025-01-31,1022865,5114325,433172,60524,8.47,13.97,1068309124,1043.43,Active,Retention,2357632,104272
CMP12021,Premium Fixed Deposit Upgrade,Prepaid Card,Salaried Millennials,Jaipur,Email,2023-11-27,2023-12-09,1800438,16203942,1882191,418786,11.62,22.25,5643560136,3133.55,Paused,Brand Awareness,3276848,1415781
CMP12022,Personal Loan Special Offer,Savings Account,Students,West India,SMS,2025-01-20,2025-04-14,1420451,15624961,980388,123092,6.27,12.56,4686358624,3298.2,Active,Acquisition,4009922,2730665
CMP12023,NRI Account EMI Special,Forex Card,SMB Owners,Pune,WhatsApp,2024-08-20,2024-11-14,3040598,15202990,2240559,467444,14.74,20.86,18447210016,6065.97,Active,Upsell,2232937,915260
CMP12024,Exclusive Forex Card Deal,Education Loan,Salaried Gen-Z,Mumbai,Push Notification,2024-04-14,2024-05-08,1167310,16342340,334806,46234,2.05,13.81,885473568,757.56,Scheduled,Acquisition,4118044,1854782
CMP12025,February Mutual Fund Bonanza,Health Insurance,First-Time Borrowers,North India,SMS,2023-12-05,2024-01-12,1674957,21774441,1091494,191369,5.01,17.53,7502430276,4478.18,Completed,Acquisition,2997152,766329
CMP12026,Pre-Approved Forex Card Drive,Forex Card,Retired Professionals,Ahmedabad,Call Center,2023-01-09,2023-03-16,4742857,28457142,1204208,75983,4.23,6.31,2636534117,554.9,Scheduled,Retention,894581,551009
CMP12027,Festive NRI Account Fest,Health Insurance,Salaried Millennials,South India,Email,2025-09-02,2025-09-28,768358,10757012,986807,110787,9.17,11.23,3021604638,3931.55,Scheduled,Re-engagement,165502,6085
CMP12028,Premium Car Loan Upgrade,Home Loan,First-Time Borrowers,Kolkata,Push Notification,2023-05-01,2023-06-08,1499732,4499196,531067,86115,11.8,16.22,3976187895,2650.27,Cancelled,Brand Awareness,2722448,2396737
CMP12029,NRI Account Zero Cost,Home Loan,Dormant Account Holders,Pan India,SMS,2025-04-26,2025-05-06,2017776,12106656,431545,28083,3.56,6.51,743806338,367.63,Active,Retention,1659302,62716
CMP12030,Dormant Exclusive Savings Account,EMI Card,Government Employees,Chennai,Call Center,2026-02-02,2026-03-09,525525,7882875,659704,90240,8.37,13.68,469067520,891.57,Completed,Acquisition,3732040,2157671
CMP12031,Instant EMI Card Promo,Senior Citizen FD,Women Professionals,Chennai,Push Notification,2026-01-23,2026-03-09,2982226,32804486,1174408,223294,3.58,19.01,8207840852,2751.25,Paused,Acquisition,2498698,2599650
CMP12032,July NRI Account Bonanza,Gold Loan,Mass Affluent,West India,Email,2025-06-15,2025-07-07,3328490,29956410,2227548,388495,7.44,17.44,19183106110,5762.31,Paused,Brand Awareness,1136870,170088
CMP12033,Independence Day Business Loan Offer,EMI Card,Government Employees,Pune,Email,2024-09-23,2024-11-06,2318197,34772955,2215486,404162,6.37,18.24,3238550106,1396.01,Cancelled,Retention,4825013,1206816
CMP12034,Current Account Flash Sale,Business Loan,First-Time Borrowers,West India,Push Notification,2023-08-07,2023-09-23,3817596,26723172,3128229,762444,11.71,24.37,25878111804,6777.64,Scheduled,Upsell,642302,365890
CMP12035,Lucknow Credit Card Upgrade Push,Current Account,Women Professionals,Nagpur,Push Notification,2023-04-22,2023-07-06,3889719,50566347,3989450,320142,7.89,8.02,10597020342,2723.37,Cancelled,Upsell,1827193,1911370
CMP12036,March Demat Account Bonanza,Savings Account,Self-Employed,Nagpur,SMS,2025-08-26,2025-11-10,1393080,9751560,428517,70704,4.39,16.5,860962608,617.03,Completed,Upsell,3704308,16504
CMP12037,NRI Account Zero Cost,Senior Citizen FD,Premium Card Holders,East India,SMS,2024-08-22,2024-09-15,4992404,29954424,686946,87788,2.29,12.78,831703512,165.59,Completed,Retention,1344085,1974741
CMP12038,Self-Employed Home Loan Campaign,Senior Citizen FD,Healthcare Workers,Nagpur,WhatsApp,2024-03-02,2024-05-12,1038260,5191300,208405,25600,4.01,12.28,939622400,904.0,Cancelled,Upsell,4933926,487927
CMP12039,December Personal Loan Bonanza,Home Loan,Healthcare Workers,North India,Email,2025-01-22,2025-04-07,2607977,13039885,504099,59525,3.87,11.81,1812595775,694.02,Active,Cross-sell,397366,2931716
CMP12040,Limited Period Mutual Fund,Education Loan,Healthcare Workers,Indore,SMS,2024-02-25,2024-05-10,2303748,9214992,323895,69388,3.51,21.42,1465058232,634.95,Paused,Re-engagement,3732934,1855487
CMP12041,August Health Insurance Bonanza,Credit Card,Salaried Gen-Z,Jaipur,Push Notification,2023-02-26,2023-05-19,3625142,10875426,1134466,62371,10.43,5.5,1425114979,392.12,Completed,Brand Awareness,4105325,1300503
CMP12042,Limited Period Gold Loan,Business Loan,HNI Customers,Kochi,Email,2024-08-04,2024-10-11,4746105,47461050,3508719,233293,7.39,6.65,10904348113,2296.54,Scheduled,Upsell,62104,1368293
CMP12043,Delhi NCR Senior Citizen FD Push,Credit Card Upgrade,High-Value Transactors,South India,WhatsApp,2024-06-06,2024-07-29,3716884,33451956,3042216,226303,9.09,7.44,3344758340,898.88,Active,Brand Awareness,542843,1056480
CMP12044,Forex Card EMI Special,Credit Card Upgrade,Students,Pune,Call Center,2023-08-11,2023-09-15,4249084,42490840,1149408,97267,2.71,8.46,1807318127,424.34,Cancelled,Re-engagement,4406912,672796
CMP12045,Pre-Approved Personal Loan Drive,Forex Card,First-Time Borrowers,Indore,WhatsApp,2023-09-09,2023-11-13,249736,749208,102573,14586,13.69,14.22,190420230,761.49,Scheduled,Acquisition,3058240,2801568
CMP12046,February Forex Card Bonanza,NRI Account,Existing Loan Customers,Lucknow,SMS,2024-06-28,2024-08-21,3236584,29129256,2250560,115708,7.73,5.14,2972075688,917.28,Scheduled,Brand Awareness,3371077,2066710
CMP12047,Limited Period Senior Citizen FD,Demat Account,Students,Mumbai,Push Notification,2025-07-10,2025-09-19,4024808,56347312,1245567,170150,2.21,13.66,5320760650,1320.99,Paused,Brand Awareness,1181706,2463346
CMP12048,Year-End Forex Card Fest,Mutual Fund,Low-Balance Customers,Hyderabad,WhatsApp,2025-06-11,2025-09-01,2739851,13699255,1590750,102001,11.61,6.41,2941606839,1072.64,Cancelled,Re-engagement,4100709,607265
CMP12049,Demat Account Special Offer,Life Insurance,Senior Citizens,West India,WhatsApp,2025-08-16,2025-10-21,2364198,11820990,1107543,92282,9.37,8.33,3068745628,1297.01,Active,Brand Awareness,4423972,1816077
CMP12050,April Education Loan Bonanza,Credit Card,HNI Customers,Jaipur,SMS,2024-07-18,2024-08-25,3236861,48552915,973194,141882,2.0,14.58,3548043174,1095.14,Completed,Retention,756267,2286641
CMP12051,Government Exclusive Credit Card Upgrade,Gold Loan,Government Employees,South India,Call Center,2024-01-24,2024-04-08,2078486,6235458,393591,90277,6.31,22.94,1093254470,524.99,Paused,Upsell,4397830,2094403
CMP12052,Savings Account Special Offer,Home Loan,Dormant Account Holders,Jaipur,WhatsApp,2024-10-16,2024-12-06,2478918,19831344,1698773,137084,8.57,8.07,4213276740,1698.64,Scheduled,Brand Awareness,4399611,890505
CMP12053,Premium Gold Loan Upgrade,NRI Account,Senior Citizens,Indore,SMS,2024-10-11,2024-11-18,4847194,53319134,1468695,132099,2.75,8.99,5003513823,1031.25,Active,Re-engagement,4834856,1495660
CMP12054,Instant Credit Card Promo,Health Insurance,Women Professionals,Chennai,Push Notification,2026-01-05,2026-03-08,622872,6228720,711932,128621,11.43,18.07,1830405451,2937.65,Active,Upsell,3571536,2533147
CMP12055,Students Exclusive Life Insurance,Current Account,Mass Affluent,North India,Push Notification,2024-09-19,2024-12-10,1460298,17523576,1826787,162922,10.42,8.92,8117751572,5557.97,Scheduled,Retention,3651554,2024081
CMP12056,Limited Period Prepaid Card,Credit Card,Students,Mumbai,Call Center,2026-03-02,2026-04-02,808798,2426394,206843,15766,8.52,7.62,589711464,728.12,Cancelled,Brand Awareness,3820076,671246
CMP12057,Ugadi Demat Account Offer,Fixed Deposit,Government Employees,Indore,Email,2023-07-26,2023-08-25,3114614,40489982,2572775,167349,6.35,6.5,1291432233,413.64,Active,Acquisition,797274,1643656
CMP12058,Pre-Approved Credit Card Drive,Current Account,Students,Coimbatore,Push Notification,2024-11-20,2024-12-13,1870883,24321479,1416370,295168,5.82,20.84,13113723904,7008.38,Paused,Retention,4526929,388123
CMP12059,Limited Period Life Insurance,Gold Loan,Students,Lucknow,SMS,2024-07-20,2024-10-02,500084,6501092,460598,68584,7.08,14.89,1751361024,3501.13,Paused,Retention,2916863,211654
CMP12060,Pre-Approved Car Loan Drive,Demat Account,Women Professionals,Pan India,WhatsApp,2025-09-26,2025-12-01,171489,2572335,241674,58231,9.4,24.09,2581787847,15054.12,Completed,Retention,2232966,1136748
CMP12061,Premium Fixed Deposit Upgrade,Education Loan,Healthcare Workers,Ahmedabad,WhatsApp,2023-01-09,2023-02-01,771747,2315241,64827,15004,2.8,23.14,86843152,111.53,Scheduled,Cross-sell,1860625,2058190
CMP12062,High-Value Demat Account Campaign,Mutual Fund,IT Professionals,West India,WhatsApp,2025-06-12,2025-07-02,2208012,22080120,1975212,255923,8.95,12.96,8618462948,3902.27,Paused,Cross-sell,826413,758819
CMP12063,Exclusive Forex Card Deal,Current Account,Dormant Account Holders,Delhi NCR,Push Notification,2025-03-08,2025-04-01,937118,7496944,747238,170566,9.97,22.83,3614464106,3856.0,Completed,Upsell,503830,2696352
CMP12064,October Senior Citizen FD Bonanza,Health Insurance,Healthcare Workers,South India,Email,2023-07-21,2023-08-20,1917165,24923145,1575645,157426,6.32,9.99,1308524912,681.53,Paused,Cross-sell,3979105,797487
CMP12065,Pre-Approved Fixed Deposit Drive,Savings Account,First-Time Borrowers,Pan India,Call Center,2024-03-16,2024-04-23,1153919,13847028,283247,63156,2.05,22.3,495395664,428.32,Cancelled,Brand Awareness,3051974,1326450
CMP12066,November Car Loan Bonanza,Life Insurance,Healthcare Workers,Pan India,SMS,2025-08-04,2025-08-22,1566322,6265288,519551,108042,8.29,20.8,1174416540,748.79,Completed,Acquisition,2326146,1059569
CMP12067,Pre-Approved Forex Card Drive,Health Insurance,Students,Kolkata,Push Notification,2024-01-24,2024-01-31,1858504,16726536,604550,62515,3.61,10.34,1340821720,720.45,Completed,Cross-sell,1270355,697689
CMP12068,Q4 NRI Account Fest,Credit Card Upgrade,Mass Affluent,Delhi NCR,Push Notification,2025-06-23,2025-09-15,2054680,16437440,692923,56433,4.22,8.14,2163189756,1051.81,Active,Retention,4543262,1565838
CMP12069,Ugadi Education Loan Offer,Personal Loan,Premium Card Holders,North India,SMS,2024-03-22,2024-05-25,415726,4988712,136940,8035,2.75,5.87,71760585,171.62,Paused,Upsell,3386307,1555534
CMP12070,Premium Gold Loan Upgrade,Fixed Deposit,Retired Professionals,Ahmedabad,Push Notification,2026-02-03,2026-03-05,4071785,20358925,1011280,162358,4.97,16.05,4100188932,1005.98,Paused,Cross-sell,2977109,2725036
CMP12071,Mutual Fund EMI Special,Life Insurance,Retired Professionals,Chandigarh,Call Center,2025-04-26,2025-05-11,595745,4765960,450187,49222,9.45,10.93,1571313906,2636.56,Cancelled,Upsell,917859,2100883
CMP12072,Premium Exclusive Mutual Fund,Business Loan,Self-Employed,Ahmedabad,Call Center,2025-03-21,2025-05-24,3061303,42858242,2980169,635975,6.95,21.34,18222591675,5951.56,Paused,Retention,1539564,2393106
CMP12073,Exclusive Car Loan Deal,Credit Card Upgrade,Government Employees,Chandigarh,WhatsApp,2025-03-20,2025-05-11,2199891,28598583,1357468,105793,4.75,7.79,589267010,266.86,Scheduled,Re-engagement,3099240,835304
CMP12074,Home Loan Special Offer,Gold Loan,SMB Owners,Pan India,Email,2025-07-17,2025-09-22,4115730,37041570,3969825,526567,10.72,13.26,12054171764,2927.81,Completed,Re-engagement,659936,930595
CMP12075,Demat Account Zero Cost,Car Loan,Senior Citizens,Hyderabad,Email,2025-09-23,2025-10-21,4743969,23719845,2546469,189385,10.74,7.44,8641069395,1820.49,Cancelled,Brand Awareness,3107750,143149
CMP12076,Premium Forex Card Upgrade,Forex Card,NRI Customers,Nagpur,WhatsApp,2023-06-28,2023-09-11,3356143,16780715,2321342,374660,13.83,16.14,2501230160,744.27,Active,Brand Awareness,2476737,2097233
CMP12077,Life Insurance Flash Sale,Prepaid Card,Existing Loan Customers,Pan India,Push Notification,2025-04-05,2025-05-21,251722,755166,30262,7268,4.01,24.02,245106032,972.72,Cancelled,Retention,3629093,2875094
CMP12078,Low-Balance Exclusive Personal Loan,Life Insurance,SMB Owners,Chandigarh,Call Center,2023-01-10,2023-04-08,1814641,19961051,1245172,163982,6.24,13.17,2526142710,1391.09,Scheduled,Retention,4798755,2004525
CMP12079,Mutual Fund Zero Cost,Business Loan,IT Professionals,Indore,Push Notification,2024-01-13,2024-03-29,4794306,71914590,8516407,1874081,11.84,22.01,35249589529,7351.39,Cancelled,Brand Awareness,1399546,1991324
CMP12080,Pre-Approved Health Insurance Drive,NRI Account,Salaried Gen-Z,Kochi,WhatsApp,2023-04-23,2023-05-12,1533405,9200430,1148946,236902,12.49,20.62,11740863120,7655.73,Paused,Re-engagement,3250814,369628
CMP12081,March Credit Card Upgrade Bonanza,Business Loan,Government Employees,Pan India,SMS,2026-01-24,2026-03-04,4355049,39195441,594778,49819,1.52,8.38,2041184068,467.69,Completed,Retention,3031799,354740
CMP12082,Dussehra Health Insurance Offer,Prepaid Card,Self-Employed,Chennai,Push Notification,2025-12-01,2026-02-15,2767987,24911883,544237,114289,2.18,21.0,2290694427,826.57,Active,Re-engagement,242023,513790
CMP12083,Education Loan Zero Cost,Education Loan,Senior Citizens,West India,Call Center,2025-03-20,2025-03-27,2296932,22969320,1463439,196343,6.37,13.42,1858190152,807.99,Completed,Brand Awareness,1333323,675849
CMP12084,Students Personal Loan Campaign,Business Loan,First-Time Borrowers,Hyderabad,SMS,2023-02-26,2023-04-01,1854064,7416256,696370,104619,9.39,15.02,3039705045,1638.48,Completed,Retention,2043112,1661657
CMP12085,SMB Credit Card Campaign,Life Insurance,Senior Citizens,Indore,SMS,2024-03-20,2024-05-27,90858,1090296,66321,10655,6.08,16.07,108819515,1196.69,Active,Acquisition,952853,772274
CMP12086,Premium Business Loan Upgrade,Personal Loan,Salaried Millennials,Chennai,Call Center,2024-12-13,2025-03-13,2104243,8416972,566212,103400,6.73,18.26,3610417800,1714.78,Cancelled,Brand Awareness,674230,1946600
CMP12087,Pre-Approved Education Loan Drive,Education Loan,HNI Customers,Chandigarh,WhatsApp,2025-02-09,2025-03-24,1510992,10576944,358528,78871,3.39,22.0,3131730797,2071.63,Scheduled,Upsell,3662091,2600462
CMP12088,Festive Senior Citizen FD Fest,NRI Account,Government Employees,Delhi NCR,SMS,2023-08-25,2023-09-06,541424,7579936,540962,101695,7.14,18.8,3522206325,6504.45,Cancelled,Retention,4369346,45560
CMP12089,Salaried Business Loan Campaign,Life Insurance,Retired Professionals,Kolkata,Email,2026-01-21,2026-03-02,4813903,62580739,6340732,461645,10.13,7.28,8507194060,1766.21,Completed,Re-engagement,1968205,587305
CMP12090,Limited Period Car Loan,NRI Account,Premium Card Holders,Nagpur,Email,2024-12-18,2025-03-07,3274416,16372080,899549,109915,5.49,12.22,5271633315,1608.95,Paused,Brand Awareness,2443815,699678
CMP12091,Business Loan EMI Special,Car Loan,Premium Card Holders,Nagpur,Email,2025-12-19,2026-03-04,3290350,32903500,3173188,589980,9.64,18.59,6874446960,2088.28,Scheduled,Brand Awareness,1148328,2512366
CMP12092,Limited Period Car Loan,Mutual Fund,SMB Owners,Kolkata,Email,2023-01-15,2023-01-27,854053,6832424,794406,69717,11.63,8.78,2162342472,2530.86,Cancelled,Re-engagement,2517072,355934
CMP12093,Instant Savings Account Promo,Education Loan,Salaried Gen-Z,Chandigarh,WhatsApp,2025-09-16,2025-09-26,244246,1709722,80893,19340,4.73,23.91,111804540,456.75,Scheduled,Upsell,2692080,16025
CMP12094,Salaried Exclusive NRI Account,Credit Card Upgrade,Government Employees,Indore,WhatsApp,2025-12-16,2026-02-18,2733599,13667995,1242892,198303,9.09,15.95,6356999271,2324.51,Cancelled,Cross-sell,425328,34097
CMP12095,Limited Period Mutual Fund,Personal Loan,Salaried Millennials,Bangalore,Email,2026-02-19,2026-04-30,3820730,34386570,1552535,162271,4.51,10.45,3939128525,1029.99,Active,Cross-sell,1410880,1911572
CMP12096,Limited Period Gold Loan,Home Loan,HNI Customers,Kolkata,Email,2025-06-25,2025-07-10,4651133,23255665,2284862,372298,9.82,16.29,4735630560,1017.17,Active,Upsell,242267,1796712
CMP12097,Q1 Personal Loan Fest,EMI Card,Healthcare Workers,Bangalore,Push Notification,2024-02-05,2024-02-20,310332,1241328,93903,21330,7.56,22.71,940525020,3029.71,Scheduled,Brand Awareness,2301475,1995694
CMP12098,Instant Forex Card Promo,NRI Account,Retired Professionals,Bangalore,SMS,2023-06-09,2023-07-06,461241,5996133,416050,53493,6.94,12.86,2163203427,4688.96,Paused,Acquisition,3766678,2774265
CMP12099,Fixed Deposit Flash Sale,Life Insurance,Government Employees,Chandigarh,WhatsApp,2023-02-21,2023-04-21,4605221,59867873,7687949,507788,12.84,6.6,10740223988,2331.18,Scheduled,Brand Awareness,3383202,1954185
CMP12100,October Fixed Deposit Bonanza,Savings Account,Mass Affluent,Nagpur,Push Notification,2025-06-18,2025-08-18,4952901,39623208,2241758,170035,5.66,7.58,7140449790,1440.67,Paused,Upsell,639996,2031565
CMP12101,Ahmedabad Gold Loan Push,Home Loan,Dormant Account Holders,Nagpur,SMS,2025-08-13,2025-09-06,1329853,17288089,1632372,148753,9.44,9.11,784672075,589.04,Paused,Retention,1257960,253800
CMP12102,Premium Demat Account Upgrade,Car Loan,SMB Owners,Pan India,Call Center,2024-12-24,2025-03-18,4513707,31595949,2242302,347168,7.1,15.48,14377268384,3184.25,Active,Retention,2857515,2943476
CMP12103,Pre-Approved Business Loan Drive,Car Loan,Low-Balance Customers,Lucknow,SMS,2025-08-25,2025-10-20,2188558,6565674,176271,40340,2.68,22.89,1820705560,830.92,Paused,Re-engagement,2409122,1123063
CMP12104,Home Loan Zero Cost,Gold Loan,NRI Customers,Indore,Push Notification,2023-10-05,2023-12-09,4961833,54580163,4806842,463878,8.81,9.65,14263784622,2873.7,Scheduled,Retention,1314603,1990252
CMP12105,Dussehra Credit Card Offer,Gold Loan,Self-Employed,Jaipur,WhatsApp,2024-05-24,2024-06-07,2018590,14130130,1805550,413454,12.78,22.9,12646317498,6263.93,Completed,Upsell,1127300,390314
CMP12106,Limited Period Education Loan,Education Loan,Premium Card Holders,Kolkata,Push Notification,2025-02-05,2025-03-11,2192668,30697352,1481453,365903,4.83,24.7,6075087509,2769.64,Active,Upsell,3863475,139865
CMP12107,Education Loan EMI Special,Health Insurance,HNI Customers,Chennai,WhatsApp,2024-08-03,2024-10-08,3101828,24814624,3387319,710803,13.65,20.98,9012982040,2904.7,Paused,Upsell,4840693,1116392
CMP12108,Christmas EMI Card Offer,Mutual Fund,Existing Loan Customers,Ahmedabad,Call Center,2024-08-23,2024-11-02,4060184,52782392,5813718,626508,11.01,10.78,6459923988,1590.04,Completed,Upsell,635742,682044
CMP12109,IT Business Loan Campaign,Current Account,Low-Balance Customers,Nagpur,SMS,2023-08-16,2023-09-14,2341018,35115270,1315548,194995,3.75,14.82,8775944970,3747.77,Paused,Cross-sell,1723771,1360635
CMP12110,Exclusive Demat Account Deal,Prepaid Card,Healthcare Workers,Chennai,Call Center,2024-03-15,2024-04-24,4481803,44818030,5300617,662213,11.83,12.49,31309430640,6984.9,Paused,Brand Awareness,641615,2223922
CMP12111,Q1 NRI Account Fest,Senior Citizen FD,Retired Professionals,Bangalore,WhatsApp,2024-03-27,2024-04-06,4821742,24108710,933178,217878,3.87,23.35,4439264250,919.68,Cancelled,Acquisition,1187039,1057745
CMP12112,Salaried Education Loan Campaign,Gold Loan,Premium Card Holders,Mumbai,WhatsApp,2025-04-08,2025-06-08,4063117,44694287,2103989,374489,4.71,17.8,11294962729,2778.88,Scheduled,Brand Awareness,4962114,1637659
CMP12113,Exclusive Home Loan Deal,Business Loan,Salaried Gen-Z,Coimbatore,SMS,2023-08-22,2023-10-11,3516343,21098058,615895,123173,2.92,20.0,3114306132,884.67,Completed,Cross-sell,660340,1121775
CMP12114,Instant Home Loan Promo,Demat Account,Salaried Millennials,Jaipur,SMS,2025-06-15,2025-06-28,4926367,14779101,1367637,96384,9.25,7.05,1522192512,307.99,Active,Cross-sell,1394602,2345093
CMP12115,Q4 Business Loan Fest,Credit Card Upgrade,Senior Citizens,West India,Push Notification,2026-01-13,2026-02-26,1952835,25386855,2124897,163049,8.37,7.67,2659981386,1361.11,Active,Upsell,317746,1943160
CMP12116,Summer Savings Account Fest,Prepaid Card,Students,Jaipur,Push Notification,2025-03-20,2025-05-16,3847175,42318925,1310657,294923,3.1,22.5,4642972789,1205.85,Completed,Brand Awareness,4000340,939650
CMP12117,Exclusive Car Loan Deal,Gold Loan,Senior Citizens,Jaipur,Email,2025-09-27,2025-12-01,4523310,40709790,2492821,158408,6.12,6.35,4466630376,986.47,Paused,Brand Awareness,3957158,2930649
CMP12118,Instant Senior Citizen FD Promo,Senior Citizen FD,Senior Citizens,West India,Email,2025-06-13,2025-07-16,4276541,21382705,1702197,287001,7.96,16.86,1974853881,460.79,Scheduled,Cross-sell,3655256,71559
CMP12119,Mumbai Fixed Deposit Push,Fixed Deposit,Women Professionals,Delhi NCR,WhatsApp,2025-08-18,2025-09-24,388574,3108592,96033,16068,3.09,16.73,717677220,1845.95,Paused,Cross-sell,223210,564385
CMP12120,June Prepaid Card Bonanza,EMI Card,Dormant Account Holders,Coimbatore,WhatsApp,2025-12-22,2025-12-31,3487776,41853312,5857364,1034088,13.99,17.65,31130185152,8924.51,Scheduled,Upsell,696922,723958
CMP12121,Eid Business Loan Offer,Savings Account,Salaried Millennials,Hyderabad,SMS,2023-06-28,2023-08-09,4247732,29734124,2511689,190652,8.45,7.59,3017258552,709.32,Paused,Re-engagement,2471171,260371
CMP12122,Instant Health Insurance Promo,Prepaid Card,Women Professionals,Chandigarh,WhatsApp,2025-10-24,2025-11-04,2014049,16112392,1425313,186795,8.85,13.11,3876930225,1923.94,Scheduled,Brand Awareness,3511038,2864692
CMP12123,Home Loan Flash Sale,NRI Account,Healthcare Workers,West India,WhatsApp,2025-01-12,2025-02-25,1924929,19249290,2916513,656497,15.15,22.51,14124532955,7336.69,Scheduled,Cross-sell,4980889,2690288
CMP12124,Limited Period Forex Card,Senior Citizen FD,Premium Card Holders,Chandigarh,SMS,2023-04-16,2023-05-13,2773116,41596740,2081299,174786,5.0,8.4,2681392026,965.92,Active,Re-engagement,3343704,2086847
CMP12125,Diwali Mutual Fund Offer,Forex Card,Salaried Gen-Z,West India,Call Center,2024-06-05,2024-07-15,492376,2461880,291318,18074,11.83,6.2,355768616,721.55,Completed,Upsell,4794442,349554
CMP12126,NRI Exclusive Gold Loan,Home Loan,Retired Professionals,Pan India,WhatsApp,2023-09-21,2023-11-28,3530019,42360228,4688052,928042,11.07,19.8,33211839054,9407.4,Scheduled,Brand Awareness,2087503,1404678
CMP12127,Personal Loan EMI Special,Life Insurance,Students,Mumbai,Call Center,2023-11-26,2024-01-22,3549983,14199932,1159289,130371,8.16,11.25,4363126257,1228.06,Active,Retention,2220073,1714668
CMP12128,Existing Car Loan Campaign,Credit Card Upgrade,Retired Professionals,South India,SMS,2023-06-06,2023-06-18,4229037,46519407,1282143,191302,2.76,14.92,6583467028,1555.73,Paused,Acquisition,563285,2022305
CMP12129,Pre-Approved Credit Card Upgrade Drive,Credit Card,Low-Balance Customers,Lucknow,Push Notification,2023-06-24,2023-08-01,2106961,12641766,1360284,336103,10.76,24.71,16600799376,7878.03,Scheduled,Brand Awareness,3616139,232421
CMP12130,Car Loan Flash Sale,Prepaid Card,Premium Card Holders,North India,SMS,2024-01-06,2024-03-05,1721149,6884596,350449,33118,5.09,9.45,1366514916,792.96,Scheduled,Cross-sell,3900445,1913070
CMP12131,Chennai Prepaid Card Push,Mutual Fund,Mass Affluent,Pan India,Push Notification,2024-05-06,2024-06-24,3876381,34887429,1117601,125428,3.2,11.22,3492542660,899.98,Paused,Retention,3015035,470732
CMP12132,Instant Gold Loan Promo,Home Loan,Students,Pune,SMS,2023-08-09,2023-09-16,3252927,39035124,541620,49213,1.39,9.09,1262411876,387.08,Active,Brand Awareness,699921,868082
CMP12133,Premium Home Loan Upgrade,Life Insurance,Students,Indore,SMS,2025-01-17,2025-01-25,4412256,35298048,2213476,259579,6.27,11.73,1782528993,402.99,Scheduled,Cross-sell,2370896,450114
CMP12134,Life Insurance Special Offer,Life Insurance,Students,Nagpur,SMS,2024-10-17,2025-01-06,2614478,28759258,1720390,250320,5.98,14.55,3830146320,1463.98,Scheduled,Retention,467445,735919
CMP12135,SMB Exclusive Demat Account,Credit Card,First-Time Borrowers,South India,WhatsApp,2026-04-09,2026-07-04,3713995,44567940,5245279,605506,11.77,11.54,21995005450,5921.2,Active,Cross-sell,3886350,473321
CMP12136,Exclusive Forex Card Deal,EMI Card,HNI Customers,Coimbatore,WhatsApp,2023-11-26,2024-01-14,1566129,17227419,2429414,249970,14.1,10.29,10412750320,6647.72,Cancelled,Re-engagement,573879,2969824
CMP12137,October Mutual Fund Bonanza,Mutual Fund,Salaried Millennials,Jaipur,WhatsApp,2026-04-10,2026-04-26,3351619,43571047,1321901,330415,3.03,25.0,8116314060,2420.61,Paused,Retention,2553082,660196
CMP12138,Low-Balance Exclusive Savings Account,Senior Citizen FD,Senior Citizens,Kochi,Push Notification,2025-12-13,2025-12-25,4565964,36527712,3353504,389163,9.18,11.6,14537183865,3182.81,Completed,Brand Awareness,2537161,1581011
CMP12139,Instant Home Loan Promo,Prepaid Card,IT Professionals,Bangalore,SMS,2025-07-13,2025-09-17,1966880,17701920,521790,77234,2.95,14.8,3634091402,1846.64,Scheduled,Brand Awareness,282226,2669413
CMP12140,December Gold Loan Bonanza,Health Insurance,Women Professionals,Pan India,Email,2025-10-11,2025-11-03,3601381,10804143,1135608,209615,10.51,18.46,2501964640,693.72,Completed,Cross-sell,2259779,1473217
CMP12141,Education Loan EMI Special,Car Loan,Low-Balance Customers,Chandigarh,WhatsApp,2025-09-12,2025-09-30,4141927,33135416,4350752,468646,13.13,10.77,7846071332,1893.3,Paused,Brand Awareness,448131,1778791
