qa_id,campaign_id,qa_date,tone_consistency,cta_alignment,compliance_status,brand_guidelines_check,disclaimer_present,regulatory_compliance,mismatch_reason,overall_qa_score,channels_reviewed,issues_found,critical_issues,reviewer_notes,approval_status,revision_count,time_to_approve_hours
QA50876,CMP19092,2023-05-07,Pass,Pass,Pass,Pass,True,Pass,,94.1,5,0,0,Approved,Approved,1,39
QA50877,CMP13494,2024-12-09,Pass,Pass,Pass,Pass,True,Pass,,58.4,4,0,0,Approved,Approved,0,47
QA50878,CMP17500,2024-09-09,Pass,Pass,Pass,Pass,True,Pass,,85.4,2,0,0,Approved,Approved,2,71
QA50879,CMP16350,2024-03-13,Fail,Fail,Fail,Warning,True,Fail,Aggressive wording detected,15.6,5,0,2,Needs revision,Rejected,3,67
QA50880,CMP17031,2023-11-28,Pass,Pass,Pass,Pass,False,Pass,,43.0,4,0,0,Approved,Conditional,1,13
QA50881,CMP19148,2025-09-05,Pass,Pass,Pass,Pass,True,Warning,,39.5,2,0,0,Approved,Conditional,2,70
QA50882,CMP12102,2024-05-27,Pass,Pass,Pass,Pass,True,Pass,,82.9,5,0,0,Approved,Approved,2,19
QA50883,CMP16404,2025-09-05,Pass,Pass,Fail,Pass,True,Fail,Product name variation,33.4,5,4,0,Needs revision,Rejected,3,63
QA50884,CMP14040,2024-05-15,Warning,Fail,Fail,Pass,True,Fail,Contact information different,20.7,2,0,0,Needs revision,Rejected,1,23
QA50885,CMP11365,2026-03-04,Fail,Pass,Warning,Pass,True,Fail,Contact information different,29.9,5,3,0,Minor fixes required,Conditional,1,69
QA50886,CMP19184,2025-05-10,Pass,Pass,Pass,Pass,True,Pass,,89.2,3,0,0,Approved,Approved,1,70
QA50887,CMP15257,2026-01-25,Warning,Fail,Fail,Fail,True,Fail,Aggressive wording detected,15.1,3,1,0,Needs revision,Rejected,3,22
QA50888,CMP17490,2025-09-29,Fail,Fail,Warning,Warning,True,Warning,Regulatory language missing,13.7,4,1,0,Minor fixes required,Conditional,2,64
QA50889,CMP14918,2024-02-06,Pass,Pass,Pass,Pass,True,Pass,,68.4,2,0,0,Approved,Approved,0,40
QA50890,CMP19568,2025-02-15,Fail,Warning,Fail,Fail,True,Fail,Disclaimer missing,2.9,3,3,2,Needs revision,Rejected,0,15
QA50891,CMP10816,2024-10-23,Fail,Fail,Warning,Fail,True,Fail,Interest rate not compliant,4.6,2,2,0,Minor fixes required,Conditional,3,7
QA50892,CMP18479,2023-08-03,Pass,Pass,Pass,Pass,True,Pass,,85.2,5,0,0,Approved,Approved,3,29
QA50893,CMP19658,2024-04-20,Pass,Pass,Pass,Pass,True,Pass,,43.5,3,0,0,Approved,Conditional,1,57
QA50894,CMP17960,2025-04-05,Pass,Pass,Pass,Pass,True,Pass,,69.8,4,0,0,Approved,Approved,3,62
QA50895,CMP19274,2024-01-24,Pass,Pass,Pass,Pass,False,Pass,,67.8,4,0,0,Approved,Approved,0,14
QA50896,CMP16679,2026-04-27,Pass,Pass,Pass,Pass,True,Pass,,52.2,2,0,0,Approved,Approved,0,9
QA50897,CMP12991,2026-04-23,Pass,Pass,Fail,Pass,True,Warning,Aggressive wording detected,34.7,3,1,1,Needs revision,Rejected,1,63
QA50898,CMP19926,2026-01-25,Fail,Fail,Warning,Fail,True,Fail,Contact information different,13.4,3,0,0,Minor fixes required,Conditional,0,55
QA50899,CMP18268,2023-07-29,Pass,Pass,Pass,Pass,False,Pass,,93.9,4,0,0,Approved,Approved,0,66
QA50900,CMP10380,2024-12-31,Pass,Pass,Pass,Pass,True,Pass,,52.7,2,0,0,Approved,Approved,2,30
QA50901,CMP19786,2026-02-04,Pass,Pass,Pass,Pass,True,Pass,,75.3,3,0,0,Approved,Approved,1,51
QA50902,CMP11598,2023-12-20,Pass,Pass,Pass,Pass,True,Pass,,70.3,4,0,0,Approved,Approved,0,69
QA50903,CMP18241,2023-05-14,Warning,Pass,Fail,Pass,True,Warning,Disclaimer missing,25.8,2,4,0,Needs revision,Rejected,3,43
QA50904,CMP15833,2025-01-11,Warning,Fail,Warning,Fail,True,Warning,Expiry date mismatch,10.6,5,5,0,Minor fixes required,Conditional,3,15
QA50905,CMP13336,2024-09-01,Pass,Pass,Pass,Pass,True,Pass,,41.8,3,0,0,Approved,Conditional,2,55
QA50906,CMP15136,2023-12-27,Pass,Pass,Pass,Pass,True,Warning,,38.6,3,0,0,Approved,Conditional,2,2
QA50907,CMP17678,2023-09-12,Pass,Pass,Pass,Pass,True,Pass,,47.6,2,0,0,Approved,Conditional,2,72
QA50908,CMP11238,2024-11-26,Pass,Pass,Pass,Pass,True,Pass,,80.7,5,0,0,Approved,Approved,3,36
QA50909,CMP17222,2025-04-30,Fail,Warning,Warning,Fail,True,Warning,Font/formatting issues,12.0,2,2,0,Minor fixes required,Conditional,1,64
QA50910,CMP16642,2024-09-04,Fail,Fail,Fail,Pass,True,Fail,CTA differs across channels,24.5,3,0,2,Needs revision,Rejected,3,67
QA50911,CMP10975,2025-04-17,Pass,Pass,Pass,Pass,True,Pass,,82.9,2,0,0,Approved,Approved,1,19
QA50912,CMP14643,2023-11-28,Pass,Pass,Pass,Pass,False,Pass,,86.0,3,0,0,Approved,Approved,2,56
QA50913,CMP19166,2023-08-05,Pass,Pass,Pass,Pass,True,Warning,,39.6,2,0,0,Approved,Conditional,3,70
QA50914,CMP12171,2023-08-14,Pass,Pass,Pass,Pass,True,Pass,,99.1,3,0,0,Approved,Approved,1,8
QA50915,CMP13381,2023-08-30,Pass,Pass,Pass,Pass,True,Pass,,66.2,5,0,0,Approved,Approved,0,57
QA50916,CMP18860,2023-07-26,Pass,Pass,Pass,Pass,True,Pass,,51.6,3,0,0,Approved,Approved,0,27
QA50917,CMP18274,2025-01-08,Fail,Warning,Fail,Fail,True,Warning,CTA differs across channels,4.8,2,2,2,Needs revision,Rejected,0,27
QA50918,CMP17433,2024-08-27,Pass,Pass,Fail,Pass,True,Warning,Font/formatting issues,34.6,2,1,1,Needs revision,Rejected,1,30
QA50919,CMP12831,2025-03-11,Warning,Warning,Warning,Warning,True,Fail,Contact information different,14.8,5,2,0,Minor fixes required,Conditional,1,21
QA50920,CMP16747,2025-01-20,Pass,Pass,Pass,Pass,True,Pass,,95.7,2,0,0,Approved,Approved,0,72
QA50921,CMP11067,2024-08-31,Warning,Fail,Fail,Pass,True,Warning,Offer amount inconsistent,24.4,3,0,1,Needs revision,Rejected,2,60
QA50922,CMP13254,2026-03-17,Pass,Pass,Pass,Pass,True,Pass,,48.1,3,0,0,Approved,Conditional,2,27
QA50923,CMP11966,2025-07-04,Pass,Pass,Warning,Pass,True,Fail,Disclaimer missing,32.8,5,5,0,Minor fixes required,Conditional,0,66
QA50924,CMP12378,2023-04-07,Warning,Fail,Warning,Fail,False,Warning,Aggressive wording detected,16.2,2,3,0,Minor fixes required,Conditional,2,30
QA50925,CMP14007,2025-12-01,Fail,Pass,Warning,Pass,True,Warning,Brand guidelines violation,26.4,5,5,0,Minor fixes required,Conditional,0,43
QA50926,CMP17915,2025-08-22,Fail,Fail,Warning,Fail,True,Fail,CTA differs across channels,14.3,3,0,0,Minor fixes required,Conditional,0,15
QA50927,CMP18403,2023-09-11,Pass,Pass,Pass,Pass,True,Pass,,44.5,3,0,0,Approved,Conditional,0,44
QA50928,CMP11097,2024-05-17,Pass,Pass,Pass,Pass,False,Pass,,85.9,4,0,0,Approved,Approved,1,16
QA50929,CMP15923,2023-07-12,Pass,Pass,Pass,Pass,True,Pass,,65.2,5,0,0,Approved,Approved,1,54
QA50930,CMP12520,2025-05-10,Pass,Pass,Pass,Pass,False,Pass,,52.0,4,0,0,Approved,Approved,1,46
QA50931,CMP12647,2024-09-17,Pass,Pass,Pass,Pass,True,Pass,,72.6,4,0,0,Approved,Approved,2,59
QA50932,CMP18254,2025-01-01,Fail,Fail,Warning,Fail,True,Warning,Regulatory language missing,11.3,3,2,0,Minor fixes required,Conditional,2,47
QA50933,CMP12857,2026-01-30,Pass,Pass,Pass,Pass,True,Pass,,41.7,5,0,0,Approved,Conditional,0,34
QA50934,CMP16453,2024-12-05,Pass,Pass,Pass,Pass,True,Pass,,82.4,5,0,0,Approved,Approved,2,14
QA50935,CMP19065,2023-07-12,Pass,Pass,Pass,Pass,False,Pass,,62.9,3,0,0,Approved,Approved,0,6
QA50936,CMP12522,2025-10-18,Pass,Pass,Fail,Pass,True,Fail,Terms and conditions unclear,33.2,4,5,2,Needs revision,Rejected,3,10
QA50937,CMP19954,2024-05-26,Pass,Pass,Pass,Pass,True,Warning,,37.0,3,0,0,Approved,Conditional,0,3
QA50938,CMP18090,2025-09-03,Pass,Pass,Pass,Pass,True,Fail,,36.2,5,0,0,Approved,Conditional,1,39
QA50939,CMP10613,2025-05-24,Fail,Warning,Fail,Fail,False,Warning,Offer amount inconsistent,11.8,3,3,0,Needs revision,Rejected,2,25
QA50940,CMP10299,2026-02-10,Warning,Fail,Fail,Fail,True,Fail,Brand guidelines violation,0.4,4,1,2,Needs revision,Rejected,2,20
QA50941,CMP16152,2023-11-18,Fail,Fail,Fail,Warning,True,Warning,Terms and conditions unclear,1.0,4,0,2,Needs revision,Rejected,0,23
QA50942,CMP19507,2025-03-13,Pass,Pass,Pass,Pass,True,Pass,,64.8,5,0,0,Approved,Approved,1,6
QA50943,CMP18465,2026-02-05,Pass,Pass,Warning,Pass,True,Fail,Interest rate not compliant,32.0,3,5,0,Minor fixes required,Conditional,1,71
QA50944,CMP15284,2025-02-07,Pass,Pass,Pass,Pass,True,Pass,,91.6,5,0,0,Approved,Approved,2,57
QA50945,CMP15492,2023-03-09,Pass,Pass,Pass,Pass,False,Pass,,50.5,4,0,0,Approved,Approved,2,66
QA50946,CMP13130,2024-04-16,Pass,Pass,Fail,Pass,True,Warning,Terms and conditions unclear,31.0,2,0,1,Needs revision,Rejected,2,11
QA50947,CMP18381,2023-06-18,Pass,Pass,Pass,Pass,True,Pass,,71.2,3,0,0,Approved,Approved,2,54
QA50948,CMP10671,2025-03-21,Warning,Fail,Warning,Warning,True,Warning,Brand guidelines violation,6.8,5,2,0,Minor fixes required,Conditional,1,29
QA50949,CMP10237,2023-07-21,Pass,Pass,Pass,Pass,True,Pass,,55.9,5,0,0,Approved,Approved,0,38
QA50950,CMP12478,2023-07-16,Warning,Fail,Fail,Warning,True,Fail,Aggressive wording detected,8.1,5,0,0,Needs revision,Rejected,0,65
QA50951,CMP12374,2025-08-29,Pass,Pass,Fail,Pass,True,Fail,Aggressive wording detected,30.0,3,1,1,Needs revision,Rejected,1,16
QA50952,CMP16221,2025-09-13,Fail,Warning,Warning,Pass,True,Warning,Regulatory language missing,23.4,4,4,0,Minor fixes required,Conditional,1,72
QA50953,CMP10453,2025-07-06,Pass,Pass,Pass,Pass,True,Pass,,62.0,3,0,0,Approved,Approved,0,7
QA50954,CMP14547,2026-02-19,Fail,Pass,Fail,Pass,True,Warning,CTA differs across channels,28.3,3,5,1,Needs revision,Rejected,1,64
QA50955,CMP14590,2025-12-22,Pass,Pass,Pass,Pass,True,Pass,,62.7,5,0,0,Approved,Approved,2,39
QA50956,CMP10101,2023-02-19,Pass,Pass,Pass,Pass,False,Fail,,37.9,3,0,0,Approved,Conditional,0,44
QA50957,CMP13668,2024-10-18,Pass,Pass,Pass,Pass,True,Pass,,69.1,5,0,0,Approved,Approved,2,35
QA50958,CMP15945,2025-06-18,Warning,Fail,Fail,Fail,True,Warning,Brand guidelines violation,17.5,3,2,2,Needs revision,Rejected,1,68
QA50959,CMP15136,2026-04-28,Pass,Pass,Pass,Pass,True,Pass,,85.2,4,0,0,Approved,Approved,1,2
QA50960,CMP16440,2023-03-10,Pass,Pass,Pass,Pass,True,Pass,,72.2,2,0,0,Approved,Approved,0,40
QA50961,CMP15730,2024-12-02,Pass,Pass,Pass,Pass,True,Pass,,86.9,2,0,0,Approved,Approved,1,12
QA50962,CMP17949,2023-07-07,Pass,Pass,Pass,Pass,True,Pass,,55.9,3,0,0,Approved,Approved,0,4
QA50963,CMP19243,2024-05-25,Pass,Pass,Pass,Pass,False,Pass,,68.4,5,0,0,Approved,Approved,2,35
QA50964,CMP18977,2023-02-11,Pass,Pass,Pass,Pass,True,Pass,,78.4,2,0,0,Approved,Approved,0,49
QA50965,CMP12087,2023-07-03,Fail,Fail,Fail,Warning,True,Warning,Interest rate not compliant,14.0,2,4,1,Needs revision,Rejected,1,12
QA50966,CMP16240,2025-07-31,Pass,Pass,Pass,Pass,True,Pass,,78.6,5,0,0,Approved,Approved,2,59
QA50967,CMP10070,2026-01-06,Pass,Pass,Pass,Pass,True,Pass,,42.4,5,0,0,Approved,Conditional,0,61
QA50968,CMP15908,2023-11-28,Warning,Pass,Fail,Pass,True,Warning,Brand guidelines violation,27.4,5,5,0,Needs revision,Rejected,3,67
QA50969,CMP17372,2024-06-21,Pass,Pass,Pass,Pass,True,Warning,,38.6,3,0,0,Approved,Conditional,3,50
QA50970,CMP19658,2025-11-05,Pass,Pass,Pass,Pass,True,Pass,,83.8,2,0,0,Approved,Approved,1,29
QA50971,CMP16209,2025-06-20,Warning,Fail,Warning,Warning,True,Warning,Aggressive wording detected,4.2,3,2,0,Minor fixes required,Conditional,1,44
QA50972,CMP16607,2024-01-15,Pass,Pass,Pass,Pass,True,Pass,,81.1,3,0,0,Approved,Approved,0,43
QA50973,CMP13476,2024-07-11,Pass,Pass,Fail,Pass,True,Warning,Disclaimer missing,31.8,4,1,0,Needs revision,Rejected,2,53
QA50974,CMP13500,2025-12-17,Warning,Pass,Warning,Pass,False,Fail,CTA differs across channels,29.2,2,5,0,Minor fixes required,Conditional,0,46
QA50975,CMP17213,2026-04-15,Pass,Pass,Pass,Pass,True,Pass,,84.4,2,0,0,Approved,Approved,1,68
QA50976,CMP16290,2024-07-13,Pass,Pass,Pass,Pass,True,Pass,,81.7,2,0,0,Approved,Approved,0,7
QA50977,CMP16424,2024-03-20,Pass,Pass,Pass,Pass,False,Pass,,83.7,4,0,0,Approved,Approved,2,35
QA50978,CMP11736,2023-04-25,Pass,Pass,Pass,Pass,True,Pass,,91.8,2,0,0,Approved,Approved,3,70
QA50979,CMP16604,2025-05-31,Pass,Pass,Pass,Pass,True,Pass,,65.9,3,0,0,Approved,Approved,1,35
QA50980,CMP16549,2025-11-08,Pass,Pass,Pass,Pass,True,Pass,,78.9,5,0,0,Approved,Approved,2,8
QA50981,CMP19126,2023-04-12,Warning,Pass,Warning,Pass,True,Warning,Interest rate not compliant,27.7,2,1,0,Minor fixes required,Conditional,2,68
QA50982,CMP11466,2026-04-07,Pass,Pass,Pass,Pass,True,Pass,,59.8,4,0,0,Approved,Approved,3,35
QA50983,CMP18622,2026-03-24,Fail,Fail,Fail,Fail,True,Warning,Brand guidelines violation,15.4,2,3,2,Needs revision,Rejected,3,40
QA50984,CMP17396,2023-02-05,Pass,Pass,Pass,Pass,True,Pass,,95.6,4,0,0,Approved,Approved,0,50
QA50985,CMP17433,2023-06-26,Pass,Pass,Warning,Pass,True,Fail,Expiry date mismatch,31.2,2,5,0,Minor fixes required,Conditional,2,23
QA50986,CMP19492,2023-09-21,Pass,Pass,Pass,Pass,True,Pass,,90.9,4,0,0,Approved,Approved,3,4
QA50987,CMP18385,2025-09-11,Pass,Pass,Pass,Pass,True,Pass,,90.2,4,0,0,Approved,Approved,1,60
QA50988,CMP10041,2025-10-29,Pass,Pass,Pass,Pass,False,Pass,,48.4,3,0,0,Approved,Conditional,0,62
QA50989,CMP10738,2024-02-22,Fail,Pass,Fail,Pass,True,Warning,Expiry date mismatch,29.3,3,0,0,Needs revision,Rejected,1,35
QA50990,CMP17493,2024-12-03,Warning,Pass,Warning,Pass,True,Fail,Contact information different,27.0,5,4,0,Minor fixes required,Conditional,2,6
QA50991,CMP18542,2024-09-29,Pass,Pass,Pass,Pass,True,Pass,,58.7,2,0,0,Approved,Approved,2,36
QA50992,CMP14913,2025-11-30,Pass,Pass,Pass,Pass,True,Pass,,80.5,3,0,0,Approved,Approved,1,24
QA50993,CMP14399,2023-12-04,Pass,Pass,Pass,Pass,True,Pass,,95.1,3,0,0,Approved,Approved,0,18
QA50994,CMP18997,2025-08-01,Pass,Pass,Pass,Pass,True,Pass,,86.4,2,0,0,Approved,Approved,2,25
QA50995,CMP17966,2025-10-21,Pass,Pass,Pass,Pass,True,Pass,,74.9,2,0,0,Approved,Approved,3,30
QA50996,CMP10632,2025-05-14,Pass,Pass,Pass,Pass,True,Pass,,77.8,4,0,0,Approved,Approved,2,22
QA50997,CMP14077,2026-03-24,Pass,Pass,Pass,Pass,True,Pass,,59.4,4,0,0,Approved,Approved,1,45
QA50998,CMP15466,2025-01-11,Fail,Warning,Warning,Fail,True,Fail,Terms and conditions unclear,2.5,2,3,0,Minor fixes required,Conditional,0,19
QA50999,CMP15183,2023-07-19,Pass,Pass,Pass,Pass,True,Pass,,71.5,4,0,0,Approved,Approved,0,30
QA51000,CMP10442,2025-06-06,Pass,Pass,Fail,Pass,True,Fail,Expiry date mismatch,31.3,4,0,1,Needs revision,Rejected,3,57
QA51001,CMP13691,2023-10-21,Warning,Pass,Warning,Pass,True,Warning,Font/formatting issues,25.2,2,1,0,Minor fixes required,Conditional,3,32
QA51002,CMP10911,2023-06-09,Pass,Pass,Pass,Pass,True,Pass,,97.6,5,0,0,Approved,Approved,3,18
QA51003,CMP16604,2023-01-19,Warning,Fail,Fail,Warning,True,Warning,Interest rate not compliant,13.8,4,3,2,Needs revision,Rejected,2,58
QA51004,CMP17047,2025-05-05,Pass,Pass,Pass,Pass,True,Pass,,40.2,2,0,0,Approved,Conditional,1,14
QA51005,CMP10788,2025-11-15,Warning,Warning,Fail,Pass,False,Warning,Interest rate not compliant,24.6,2,1,2,Needs revision,Rejected,2,8
QA51006,CMP17087,2026-04-12,Warning,Fail,Warning,Pass,True,Fail,Contact information different,22.9,2,2,0,Minor fixes required,Conditional,2,30
QA51007,CMP10914,2024-07-20,Pass,Pass,Pass,Pass,True,Pass,,61.5,5,0,0,Approved,Approved,2,51
QA51008,CMP19714,2025-11-24,Warning,Fail,Fail,Warning,False,Fail,Product name variation,17.8,5,1,2,Needs revision,Rejected,2,17
QA51009,CMP14620,2024-04-02,Pass,Pass,Pass,Pass,True,Pass,,78.9,3,0,0,Approved,Approved,1,57
QA51010,CMP16113,2026-02-15,Pass,Pass,Pass,Pass,True,Pass,,86.4,2,0,0,Approved,Approved,3,23
QA51011,CMP15676,2025-12-16,Fail,Warning,Warning,Warning,True,Fail,Interest rate not compliant,12.6,4,4,0,Minor fixes required,Conditional,2,42
QA51012,CMP12259,2025-07-20,Pass,Pass,Pass,Pass,True,Fail,,38.5,4,0,0,Approved,Conditional,3,37
QA51013,CMP12568,2025-03-31,Warning,Warning,Fail,Pass,True,Warning,Product name variation,23.7,4,0,2,Needs revision,Rejected,3,33
QA51014,CMP19859,2024-08-01,Pass,Pass,Fail,Pass,True,Warning,Offer amount inconsistent,30.7,3,5,1,Needs revision,Rejected,0,27
QA51015,CMP11498,2026-02-19,Pass,Pass,Pass,Pass,True,Warning,,38.3,4,0,0,Approved,Conditional,3,8
QA51016,CMP10749,2023-01-05,Fail,Fail,Fail,Warning,True,Fail,Expiry date mismatch,17.9,5,0,2,Needs revision,Rejected,1,67
QA51017,CMP19101,2025-05-16,Pass,Pass,Pass,Pass,True,Pass,,76.7,2,0,0,Approved,Approved,2,66
QA51018,CMP14634,2025-09-28,Warning,Pass,Fail,Pass,True,Fail,CTA differs across channels,29.7,2,0,1,Needs revision,Rejected,0,3
QA51019,CMP17748,2024-08-16,Pass,Pass,Pass,Pass,True,Pass,,61.0,3,0,0,Approved,Approved,0,55
QA51020,CMP15816,2025-08-10,Warning,Warning,Warning,Fail,True,Warning,Terms and conditions unclear,2.3,3,3,0,Minor fixes required,Conditional,0,18
QA51021,CMP11265,2025-03-16,Pass,Pass,Pass,Pass,True,Pass,,57.4,3,0,0,Approved,Approved,0,41
QA51022,CMP17935,2024-06-04,Pass,Pass,Pass,Pass,True,Pass,,75.4,2,0,0,Approved,Approved,1,29
QA51023,CMP16044,2024-09-04,Fail,Fail,Fail,Pass,True,Warning,Interest rate not compliant,22.8,5,1,1,Needs revision,Rejected,1,13
QA51024,CMP10784,2023-01-17,Pass,Pass,Pass,Pass,True,Pass,,76.5,3,0,0,Approved,Approved,0,16
QA51025,CMP19865,2023-05-30,Pass,Pass,Warning,Pass,True,Warning,Contact information different,32.4,4,1,0,Minor fixes required,Conditional,3,15
QA51026,CMP18683,2025-11-08,Pass,Pass,Pass,Pass,True,Pass,,46.3,5,0,0,Approved,Conditional,3,12
QA51027,CMP17593,2023-09-22,Fail,Warning,Fail,Warning,True,Warning,Regulatory language missing,6.5,3,3,2,Needs revision,Rejected,1,52
QA51028,CMP19973,2025-07-20,Pass,Pass,Pass,Pass,True,Pass,,97.3,4,0,0,Approved,Approved,0,6
QA51029,CMP12943,2024-10-18,Warning,Warning,Fail,Warning,True,Warning,Aggressive wording detected,9.2,4,5,2,Needs revision,Rejected,1,64
QA51030,CMP18680,2025-12-13,Pass,Pass,Pass,Pass,False,Pass,,45.2,5,0,0,Approved,Conditional,3,69
QA51031,CMP19602,2025-07-14,Pass,Pass,Pass,Pass,True,Pass,,71.4,2,0,0,Approved,Approved,0,5
QA51032,CMP17913,2023-11-21,Warning,Fail,Fail,Warning,False,Warning,Disclaimer missing,18.7,3,4,0,Needs revision,Rejected,0,46
QA51033,CMP10317,2023-03-30,Pass,Pass,Pass,Pass,True,Pass,,73.5,4,0,0,Approved,Approved,2,22
QA51034,CMP19671,2023-01-13,Warning,Fail,Warning,Pass,True,Fail,Brand guidelines violation,23.3,2,5,0,Minor fixes required,Conditional,1,4
QA51035,CMP13308,2024-11-11,Warning,Warning,Warning,Fail,True,Warning,Disclaimer missing,11.8,3,3,0,Minor fixes required,Conditional,1,19
QA51036,CMP10752,2025-06-18,Pass,Pass,Pass,Pass,True,Pass,,88.3,2,0,0,Approved,Approved,3,49
QA51037,CMP17536,2025-06-03,Warning,Fail,Fail,Warning,True,Warning,Brand guidelines violation,15.8,5,2,2,Needs revision,Rejected,3,67
QA51038,CMP11088,2025-03-02,Fail,Warning,Fail,Fail,True,Fail,Aggressive wording detected,8.2,2,2,0,Needs revision,Rejected,3,20
QA51039,CMP15981,2025-05-05,Pass,Pass,Pass,Pass,True,Pass,,79.1,3,0,0,Approved,Approved,3,37
QA51040,CMP19719,2023-05-12,Pass,Pass,Pass,Pass,True,Pass,,45.9,3,0,0,Approved,Conditional,2,3
QA51041,CMP12290,2024-03-16,Pass,Pass,Pass,Pass,True,Pass,,59.1,4,0,0,Approved,Approved,0,72
QA51042,CMP15288,2024-10-03,Pass,Pass,Pass,Pass,True,Pass,,69.6,4,0,0,Approved,Approved,0,7
QA51043,CMP17126,2023-04-21,Pass,Pass,Pass,Pass,True,Pass,,91.4,2,0,0,Approved,Approved,1,50
QA51044,CMP12892,2023-05-03,Pass,Pass,Pass,Pass,True,Pass,,79.6,4,0,0,Approved,Approved,2,55
QA51045,CMP18094,2024-05-18,Pass,Pass,Pass,Pass,True,Pass,,61.9,3,0,0,Approved,Approved,0,26
QA51046,CMP17552,2023-01-14,Fail,Warning,Fail,Fail,True,Fail,Contact information different,19.2,5,1,2,Needs revision,Rejected,0,57
QA51047,CMP12780,2025-02-28,Pass,Pass,Pass,Pass,True,Pass,,85.3,4,0,0,Approved,Approved,1,43
QA51048,CMP18861,2023-03-02,Pass,Pass,Pass,Pass,True,Pass,,58.3,4,0,0,Approved,Approved,1,48
QA51049,CMP19982,2023-02-14,Pass,Pass,Pass,Pass,False,Pass,,71.1,4,0,0,Approved,Approved,0,72
QA51050,CMP19400,2025-10-05,Pass,Pass,Pass,Pass,False,Pass,,48.8,4,0,0,Approved,Conditional,3,32
QA51051,CMP10386,2023-09-27,Pass,Pass,Pass,Pass,True,Pass,,99.7,3,0,0,Approved,Approved,2,17
QA51052,CMP11846,2024-10-26,Pass,Pass,Pass,Pass,False,Pass,,98.5,5,0,0,Approved,Approved,2,43
QA51053,CMP18170,2024-11-26,Pass,Pass,Pass,Pass,True,Pass,,73.2,2,0,0,Approved,Approved,2,13
QA51054,CMP16774,2023-10-20,Pass,Pass,Pass,Pass,False,Pass,,75.0,3,0,0,Approved,Approved,1,51
QA51055,CMP15880,2023-08-24,Pass,Pass,Pass,Pass,True,Pass,,88.0,2,0,0,Approved,Approved,1,33
QA51056,CMP13873,2025-11-09,Pass,Pass,Pass,Pass,True,Pass,,57.6,3,0,0,Approved,Approved,2,47
QA51057,CMP10988,2023-10-13,Pass,Pass,Pass,Pass,True,Pass,,65.1,4,0,0,Approved,Approved,1,5
QA51058,CMP16666,2024-01-03,Pass,Pass,Pass,Pass,True,Pass,,53.7,4,0,0,Approved,Approved,3,66
QA51059,CMP12557,2026-03-04,Pass,Pass,Pass,Pass,True,Pass,,99.5,2,0,0,Approved,Approved,2,28
QA51060,CMP17217,2024-07-12,Warning,Pass,Warning,Pass,True,Fail,Font/formatting issues,26.2,3,2,0,Minor fixes required,Conditional,1,54
QA51061,CMP13996,2024-02-22,Pass,Pass,Pass,Pass,True,Pass,,73.1,5,0,0,Approved,Approved,3,37
QA51062,CMP12778,2025-10-22,Fail,Warning,Fail,Fail,True,Warning,Contact information different,4.3,3,4,0,Needs revision,Rejected,2,54
QA51063,CMP14711,2023-02-13,Pass,Pass,Pass,Pass,True,Pass,,96.3,2,0,0,Approved,Approved,0,58
QA51064,CMP10143,2023-02-17,Pass,Pass,Pass,Pass,True,Pass,,99.9,2,0,0,Approved,Approved,1,28
QA51065,CMP17200,2025-05-31,Pass,Pass,Pass,Pass,True,Pass,,40.5,5,0,0,Approved,Conditional,1,70
QA51066,CMP18409,2023-11-03,Pass,Pass,Pass,Pass,True,Pass,,91.1,4,0,0,Approved,Approved,2,46
QA51067,CMP13326,2023-01-11,Pass,Pass,Pass,Pass,True,Pass,,51.7,4,0,0,Approved,Approved,2,64
QA51068,CMP16194,2025-10-10,Pass,Pass,Pass,Pass,True,Pass,,81.5,5,0,0,Approved,Approved,1,7
QA51069,CMP14372,2024-02-13,Pass,Pass,Fail,Pass,True,Fail,Font/formatting issues,33.3,5,3,0,Needs revision,Rejected,1,54
QA51070,CMP10464,2025-09-16,Pass,Pass,Pass,Pass,True,Pass,,85.1,3,0,0,Approved,Approved,0,39
QA51071,CMP16516,2023-03-19,Fail,Warning,Warning,Pass,True,Fail,Brand guidelines violation,24.2,2,3,0,Minor fixes required,Conditional,0,71
QA51072,CMP10596,2024-11-18,Pass,Pass,Pass,Pass,True,Pass,,83.4,4,0,0,Approved,Approved,1,66
QA51073,CMP18074,2024-09-06,Pass,Pass,Pass,Pass,True,Pass,,43.5,3,0,0,Approved,Conditional,1,37
QA51074,CMP13645,2023-09-19,Pass,Pass,Pass,Pass,True,Pass,,44.9,5,0,0,Approved,Conditional,3,55
QA51075,CMP19023,2025-03-31,Warning,Warning,Fail,Warning,True,Warning,Disclaimer missing,18.1,5,4,0,Needs revision,Rejected,1,60
QA51076,CMP15762,2024-06-25,Fail,Fail,Fail,Warning,True,Warning,Brand guidelines violation,17.5,5,0,0,Needs revision,Rejected,0,32
QA51077,CMP17415,2023-12-06,Pass,Pass,Pass,Pass,True,Pass,,50.8,4,0,0,Approved,Approved,1,17
QA51078,CMP17925,2023-11-19,Pass,Pass,Pass,Pass,True,Pass,,81.4,4,0,0,Approved,Approved,3,50
QA51079,CMP15022,2024-10-05,Fail,Warning,Warning,Fail,True,Warning,Regulatory language missing,12.9,5,1,0,Minor fixes required,Conditional,3,9
QA51080,CMP13655,2026-01-07,Warning,Warning,Fail,Fail,True,Fail,Font/formatting issues,17.5,2,0,0,Needs revision,Rejected,3,24
